Accession	Class
CsCD00600775	2
CsCD00627827	1
CsCD00651784	2
CsCD00651785	1
CsCD00651786	2
CsCD00651787	0
CsCD00665993	2
CsCD00666198	1
CsCD00666199	1
CsCD00666200	2
CsCD00666201	2
CsCD00666202	0
CsCD00670615	1
CtCD00331026	0
CtCD00331027	2
CtCD00331028	0
CtCD00331149	2
CtCD00331150	1
CtCD00334803	2
CtCD00334804	2
CtCD00334805	2
CtCD00334806	2
CtCD00334807	2
CtCD00334808	2
CtCD00334809	0
CtCD00334810	2
CtCD00334811	0
CtCD00338317	1
CtCD00338561	0
CtCD00338562	0
CtCD00338577	2
CtCD00338648	1
CtCD00339770	0
CtCD00339771	2
CtCD00339772	1
CtCD00339773	1
CtCD00339774	2
CtCD00339775	1
CtCD00339776	2
CtCD00339777	1
CtCD00339778	2
CtCD00339779	2
CtCD00339780	1
CtCD00339781	2
CtCD00339782	2
CtCD00340108	0
CtCD00340109	0
CtCD00340110	0
CtCD00340111	0
CtCD00343451	2
CtCD00343943	2
CtCD00343944	1
CtCD00384662	2
CtCD00384663	2
CtCD00384664	2
CtCD00384665	2
CtCD00384666	2
CtCD00384667	2
CtCD00384668	0
CtCD00384669	2
CtCD00384670	2
CtCD00384671	2
CtCD00384672	2
CtCD00384673	2
CtCD00384674	2
CtCD00384893	2
CtCD00384894	2
CtCD00384895	2
CtCD00385172	2
CtCD00385173	2
CtCD00385174	2
CtCD00385175	1
CtCD00385176	0
CtCD00385177	2
CtCD00385178	2
CtCD00385179	2
CtCD00385180	2
CtCD00385181	1
CtCD00422909	0
CtCD00423067	1
CtCD00429616	2
CtCD00530857	2
CtCD00530970	1
CtCD00530994	1
CtCD00531164	0
CtCD00531278	1
CtCD00531979	0
CtCD00536401	2
CtCD00536402	1
CtCD00536403	1
CtCD00536404	0
CtCD00536405	2
CtCD00536407	2
CtCD00536502	1
CtCD00539678	0
CtCD00539679	0
CtCD00539680	0
CtCD00539681	1
CtCD00539682	0
CtCD00539683	0
CtCD00539684	2
CtCD00540265	2
CtCD00540632	1
CtCD00540633	1
CtCD00540634	1
CtCD00540635	1
CtCD00540636	1
CtCD00540722	0
CtCD00540723	2
CtCD00540880	1
CtCD00546441	1
CtCD00546442	2
CtCD00546443	1
CtCD00546444	2
CtCD00590211	1
CtCD00590212	1
CtCD00591121	2
CtCD00591122	1
CtCD00591123	2
CtCD00591124	0
CtCD00591125	0
CtCD00591126	1
CtCD00591529	2
CtCD00591545	0
CtCD00596906	2
CtCD00598728	2
CtCD00665937	2
CtCD00665942	2
CtCD00665987	0
CtCD00666173	2
CtCD00666230	0
CvCD00331454	2
CvCD00334691	1
CvCD00339245	2
CvCD00339246	1
CvCD00339247	0
CvCD00339248	0
CvCD00339763	1
CvCD00339764	2
CvCD00339765	1
CvCD00339766	2
CvCD00339767	1
CvCD00339768	0
CvCD00339769	1
CvCD00341398	1
CvCD00344636	2
CvCD00344637	2
CvCD00344639	2
CvCD00344640	2
CvCD00344641	2
CvCD00344643	2
CvCD00344648	2
CvCD00344649	2
CvCD00344650	2
CvCD00344651	2
CvCD00422968	2
CvCD00423068	0
CvCD00530823	1
CvCD00530850	2
CvCD00536195	2
CvCD00536196	2
CvCD00536197	2
CvCD00536198	1
CvCD00536199	1
CvCD00536200	2
CvCD00536201	2
CvCD00536202	1
CvCD00540472	2
CvCD00540473	2
CvCD00540631	2
CvCD00540719	2
CvCD00540720	0
CvCD00540721	0
CvCD00540853	2
CvCD00540854	2
CvCD00540855	2
CvCD00540856	2
CvCD00585079	0
CvCD00585080	1
CvCD00585081	1
CvCD00585082	0
CvCD00585083	2
CvCD00585084	1
CvCD00585085	2
CvCD00585086	1
CvCD00585087	2
CvCD00591523	1
CvCD00591524	0
CvCD00598805	0
CvCD00598806	1
CvCD00627905	2
CvCD00665569	1
CvCD00666052	1
CvCD00666244	1
CvCD00670617	1
DhCD00338934	1
DhCD00338935	0
DhCD00338936	2
DhCD00338937	2
DhCD00338938	2
DhCD00338939	2
DhCD00338940	0
DhCD00338942	2
DhCD00339052	0
DhCD00339053	1
DhCD00339054	2
DhCD00339055	2
DhCD00339056	0
DhCD00339057	2
DhCD00339058	0
DhCD00339624	2
DhCD00339625	0
DhCD00339626	2
DhCD00339627	2
DhCD00339628	0
DhCD00339629	1
DhCD00339630	1
DhCD00339631	1
DhCD00339632	0
DhCD00339633	1
DhCD00339634	0
DhCD00339635	2
DhCD00344678	2
DhCD00344679	2
DhCD00344680	2
DhCD00358123	1
DhCD00358124	0
DhCD00358125	0
DhCD00358126	1
DhCD00358127	0
DhCD00358128	2
DhCD00358129	2
DhCD00358130	2
DhCD00358131	1
DhCD00358132	1
DhCD00358133	2
DhCD00358134	2
DhCD00358135	2
DhCD00385388	0
DhCD00385389	2
DhCD00385390	1
DhCD00385391	2
DhCD00385392	2
DhCD00385393	2
DhCD00385394	0
DhCD00385395	2
DhCD00385396	2
DhCD00385397	2
DhCD00385398	2
DhCD00385399	0
DhCD00385400	2
DhCD00385401	2
DhCD00385402	2
DhCD00385403	2
DhCD00385404	2
DhCD00385405	2
DhCD00385406	1
DhCD00385407	2
DhCD00530932	2
DhCD00531249	1
DhCD00539660	2
DhCD00539661	2
DhCD00539662	2
DhCD00539663	0
DhCD00539664	2
DhCD00539665	2
DhCD00539666	2
DhCD00540657	0
DhCD00540658	2
DhCD00540659	2
DhCD00540660	0
DhCD00540661	1
DhCD00540662	1
DhCD00540930	2
DhCD00540931	2
DhCD00540932	1
DhCD00598797	2
DhCD00627923	2
DhCD00665750	1
DhCD00665751	2
DhCD00665752	2
DhCD00665753	2
DhCD00665754	1
DhCD00666197	2
DhCD00666204	2
DhCD00666205	2
DhCD00666206	2
DhCD00666274	2
DrCD00331146	2
DrCD00331147	2
DrCD00331148	0
DrCD00331453	0
DrCD00334689	0
DrCD00334690	1
DrCD00338598	1
DrCD00338599	0
DrCD00338600	2
DrCD00338602	2
DrCD00338603	2
DrCD00338604	2
DrCD00338605	2
DrCD00339217	0
DrCD00339218	0
DrCD00339219	0
DrCD00339220	2
DrCD00339221	0
DrCD00339222	0
DrCD00339223	2
DrCD00339224	2
DrCD00339225	2
DrCD00339226	2
DrCD00339227	2
DrCD00339228	0
DrCD00339229	2
DrCD00339230	2
DrCD00339231	0
DrCD00339232	2
DrCD00339233	0
DrCD00339234	1
DrCD00339235	1
DrCD00339236	2
DrCD00339237	2
DrCD00339238	2
DrCD00339239	1
DrCD00339240	2
DrCD00339241	0
DrCD00339242	0
DrCD00339243	0
DrCD00339244	2
DrCD00341350	2
DrCD00343856	2
DrCD00384712	2
DrCD00384715	2
DrCD00384716	2
DrCD00384717	1
DrCD00384782	0
DrCD00384847	2
DrCD00384848	2
DrCD00384849	1
DrCD00384850	2
DrCD00384891	0
DrCD00384892	2
DrCD00422729	2
DrCD00422732	2
DrCD00422734	2
DrCD00422735	2
DrCD00422736	2
DrCD00423006	0
DrCD00423009	2
DrCD00423010	2
DrCD00423016	2
DrCD00423017	0
DrCD00423018	2
DrCD00423019	2
DrCD00423020	2
DrCD00423021	1
DrCD00423022	1
DrCD00423023	2
DrCD00423024	2
DrCD00429625	0
DrCD00530712	2
DrCD00530713	2
DrCD00530714	2
DrCD00530715	2
DrCD00530716	1
DrCD00530717	2
DrCD00530719	2
DrCD00530768	2
DrCD00530769	2
DrCD00530796	2
DrCD00530856	2
DrCD00530911	2
DrCD00530913	0
DrCD00531266	0
DrCD00531277	0
DrCD00536399	2
DrCD00536400	2
DrCD00540630	2
DrCD00546510	2
DrCD00546518	0
DrCD00546519	2
DrCD00585073	0
DrCD00585074	0
DrCD00585075	0
DrCD00585076	2
DrCD00585077	0
DrCD00585078	2
DrCD00591407	1
DrCD00591408	2
DrCD00591522	1
DrCD00598845	2
DrCD00626414	2
DvCD00331139	2
DvCD00331140	1
DvCD00331141	2
DvCD00331142	2
DvCD00331143	2
DvCD00331144	2
DvCD00331145	2
DvCD00338280	2
DvCD00338578	2
DvCD00338579	2
DvCD00338813	2
DvCD00338814	2
DvCD00338815	1
DvCD00338816	1
DvCD00338817	0
DvCD00338818	2
DvCD00338819	2
DvCD00339957	2
DvCD00384658	2
DvCD00384659	2
DvCD00384660	0
DvCD00384661	0
DvCD00422907	2
DvCD00530767	2
DvCD00540377	0
DvCD00540378	0
DvCD00540379	0
DvCD00540380	1
DvCD00540381	0
DvCD00540382	0
DvCD00540383	0
DvCD00540384	0
DvCD00540619	2
DvCD00540620	2
DvCD00540621	0
DvCD00540622	0
DvCD00540623	2
DvCD00540624	2
DvCD00540625	2
DvCD00540626	0
DvCD00540627	0
DvCD00540628	1
DvCD00540629	0
DvCD00546438	2
DvCD00546439	2
DvCD00546440	2
DvCD00584519	2
DvCD00591404	2
DvCD00591405	2
DvCD00591406	2
DvCD00591484	0
DvCD00627733	2
DvCD00627734	2
DvCD00665698	2
EcCD00305965	2
EcCD00305966	2
EcCD00305967	2
EcCD00305970	1
EcCD00305971	2
EcCD00305972	2
EcCD00305973	2
EcCD00305974	2
EcCD00331326	2
EcCD00331327	2
EcCD00331328	2
EcCD00331329	1
EcCD00331330	0
EcCD00331331	2
EcCD00331332	2
EcCD00331334	1
EcCD00331341	2
EcCD00331343	2
EcCD00331344	2
EcCD00331347	2
EcCD00331348	2
EcCD00331350	2
EcCD00331351	2
EcCD00331352	1
EcCD00331353	2
EcCD00331355	2
EcCD00331356	0
EcCD00331359	2
EcCD00331361	2
EcCD00331363	2
EcCD00331365	2
EcCD00331368	0
EcCD00331369	2
EcCD00331371	2
EcCD00331372	2
EcCD00331373	2
EcCD00331375	2
EcCD00331376	2
EcCD00331379	2
EcCD00331382	0
EcCD00331383	0
EcCD00331384	2
EcCD00331385	0
EcCD00331386	2
EcCD00331387	0
EcCD00331388	2
EcCD00331389	2
EcCD00331390	0
EcCD00331391	2
EcCD00331606	2
EcCD00332012	2
EcCD00332013	2
EcCD00332014	2
EcCD00332015	2
EcCD00332016	2
EcCD00332017	2
EcCD00334847	2
EcCD00334917	0
EcCD00338315	2
EcCD00338481	1
EcCD00338921	2
EcCD00338922	1
EcCD00338923	1
EcCD00338924	1
EcCD00338925	0
EcCD00338926	1
EcCD00338927	0
EcCD00338928	2
EcCD00338929	2
EcCD00338930	1
EcCD00338931	2
EcCD00338932	2
EcCD00338933	2
EcCD00339029	0
EcCD00339030	0
EcCD00339031	1
EcCD00339032	1
EcCD00339033	2
EcCD00339034	2
EcCD00339035	0
EcCD00339036	0
EcCD00339037	0
EcCD00339038	1
EcCD00339039	0
EcCD00339040	2
EcCD00339041	1
EcCD00339045	0
EcCD00339046	2
EcCD00339047	2
EcCD00339048	2
EcCD00339049	0
EcCD00339050	2
EcCD00339051	2
EcCD00339616	2
EcCD00339617	2
EcCD00339618	0
EcCD00339619	0
EcCD00339620	2
EcCD00339621	2
EcCD00339622	1
EcCD00339623	2
EcCD00339695	2
EcCD00339697	2
EcCD00341366	2
EcCD00341367	2
EcCD00342545	0
EcCD00342546	2
EcCD00342547	0
EcCD00342548	1
EcCD00342804	2
EcCD00342805	1
EcCD00342806	2
EcCD00342816	2
EcCD00342817	2
EcCD00342818	2
EcCD00342819	0
EcCD00342820	2
EcCD00342821	0
EcCD00342822	2
EcCD00342823	2
EcCD00342824	2
EcCD00342825	2
EcCD00342826	1
EcCD00342827	2
EcCD00342828	2
EcCD00342829	2
EcCD00342830	2
EcCD00342831	2
EcCD00342832	2
EcCD00342833	0
EcCD00342834	2
EcCD00342835	2
EcCD00342836	2
EcCD00342837	2
EcCD00342838	2
EcCD00342839	1
EcCD00342840	2
EcCD00342841	1
EcCD00342842	0
EcCD00342843	2
EcCD00342844	1
EcCD00342845	0
EcCD00342846	2
EcCD00342847	2
EcCD00342848	2
EcCD00342849	1
EcCD00343350	2
EcCD00343435	2
EcCD00343436	1
EcCD00343437	1
EcCD00343438	1
EcCD00343439	1
EcCD00343440	0
EcCD00343441	2
EcCD00343442	1
EcCD00343443	2
EcCD00343444	2
EcCD00343695	1
EcCD00343696	2
EcCD00343697	0
EcCD00343758	2
EcCD00343759	1
EcCD00343760	0
EcCD00343780	1
EcCD00343781	1
EcCD00343782	1
EcCD00343783	0
EcCD00344044	2
EcCD00344067	2
EcCD00344068	2
EcCD00344133	2
EcCD00344140	2
EcCD00344141	2
EcCD00344142	2
EcCD00344143	2
EcCD00344351	2
EcCD00344352	2
EcCD00344565	2
EcCD00344566	2
EcCD00385020	0
EcCD00385103	0
EcCD00385216	0
EcCD00385217	0
EcCD00385218	2
EcCD00385219	2
EcCD00385220	0
EcCD00385221	0
EcCD00385222	2
EcCD00385223	2
EcCD00385224	2
EcCD00385225	2
EcCD00385226	0
EcCD00385227	2
EcCD00385228	2
EcCD00385229	2
EcCD00385230	2
EcCD00385231	2
EcCD00385232	2
EcCD00385233	0
EcCD00385234	1
EcCD00385235	2
EcCD00385236	2
EcCD00385237	2
EcCD00385238	2
EcCD00385239	2
EcCD00385240	2
EcCD00385241	0
EcCD00385242	0
EcCD00385697	2
EcCD00385698	2
EcCD00422975	2
EcCD00423047	2
EcCD00423280	2
EcCD00423284	2
EcCD00423285	1
EcCD00423304	2
EcCD00429612	1
EcCD00429615	1
EcCD00429627	2
EcCD00530787	2
EcCD00530842	1
EcCD00530868	0
EcCD00530983	2
EcCD00531060	2
EcCD00531061	2
EcCD00531062	2
EcCD00531191	0
EcCD00531192	0
EcCD00531193	2
EcCD00531194	0
EcCD00531195	2
EcCD00531196	1
EcCD00531197	0
EcCD00531198	0
EcCD00531203	2
EcCD00531204	2
EcCD00531219	1
EcCD00531220	2
EcCD00531221	2
EcCD00531290	2
EcCD00536051	1
EcCD00536131	2
EcCD00536132	2
EcCD00539977	2
EcCD00539978	0
EcCD00539979	2
EcCD00539981	0
EcCD00539982	2
EcCD00539983	2
EcCD00539984	2
EcCD00539985	2
EcCD00540123	2
EcCD00540124	2
EcCD00540843	0
EcCD00540844	2
EcCD00540845	2
EcCD00540846	2
EcCD00540847	2
EcCD00540848	2
EcCD00540849	2
EcCD00540850	2
EcCD00540851	2
EcCD00540852	2
EcCD00540869	1
EcCD00540870	2
EcCD00540871	2
EcCD00540872	2
EcCD00540873	2
EcCD00540874	2
EcCD00540875	0
EcCD00540876	0
EcCD00540877	2
EcCD00540878	1
EcCD00540879	1
EcCD00540924	2
EcCD00540925	2
EcCD00540926	1
EcCD00540927	1
EcCD00540928	0
EcCD00540929	0
EcCD00540984	1
EcCD00540987	2
EcCD00546508	2
EcCD00546587	1
EcCD00585204	2
EcCD00590209	1
EcCD00590210	1
EcCD00591326	1
EcCD00591476	1
EcCD00591551	2
EcCD00591571	0
EcCD00598092	1
EcCD00598705	1
EcCD00598720	2
EcCD00598825	1
EcCD00598843	0
EcCD00598851	0
EcCD00627763	2
EcCD00627778	1
EcCD00628096	1
EcCD00651436	2
EcCD00665922	2
EcCD00665930	1
EcCD00666116	0
EcCD00666125	2
EcCD00666134	2
EcCD00666135	2
EcCD00666235	2
EcCD00666282	1
EcCD00666292	0
EcCD00670660	2
EfCD00334737	1
EfCD00334738	2
EfCD00334739	2
EfCD00334740	2
EfCD00334918	2
EfCD00338316	2
EfCD00339042	0
EfCD00339043	0
EfCD00339044	2
EfCD00339696	2
EfCD00339961	2
EfCD00342524	2
EfCD00342525	2
EfCD00342526	2
EfCD00342527	2
EfCD00342528	2
EfCD00342529	2
EfCD00342530	2
EfCD00342531	2
EfCD00342532	2
EfCD00342533	2
EfCD00342534	2
EfCD00342535	2
EfCD00342536	2
EfCD00342537	2
EfCD00342538	2
EfCD00342539	2
EfCD00343779	1
EfCD00343852	0
EfCD00343853	0
EfCD00343854	2
EfCD00344062	2
EfCD00344063	2
EfCD00344064	2
EfCD00344065	2
EfCD00344066	2
EfCD00344144	2
EfCD00344145	2
EfCD00344146	2
EfCD00344147	2
EfCD00344148	2
EfCD00344149	1
EfCD00344150	0
EfCD00344151	2
EfCD00385699	2
EfCD00385700	0
EfCD00385701	2
EfCD00385702	0
EfCD00385703	2
EfCD00385704	1
EfCD00385705	1
EfCD00385706	2
EfCD00385707	2
EfCD00385708	2
EfCD00385709	2
EfCD00385710	2
EfCD00385711	2
EfCD00385712	2
EfCD00385713	2
EfCD00385714	2
EfCD00385715	0
EfCD00423052	2
EfCD00423053	2
EfCD00423054	2
EfCD00423286	0
EfCD00423305	2
EfCD00423419	2
EfCD00423420	2
EfCD00530869	2
EfCD00531311	2
EfCD00531964	1
EfCD00540337	0
EfCD00540985	2
EfCD00540986	2
EfCD00546588	1
EfCD00546589	1
EfCD00546590	1
EfCD00546591	1
EfCD00546592	1
EfCD00546593	1
EfCD00546594	2
EfCD00546595	1
EfCD00590312	2
EfCD00590313	2
EfCD00591288	2
EfCD00598091	0
EfCD00598780	2
EfCD00598781	2
EfCD00598834	1
EfCD00598835	2
EfCD00627659	2
EfCD00627702	0
EfCD00627703	0
EfCD00627704	2
EfCD00627705	2
EfCD00627706	2
EfCD00627707	0
EfCD00627708	2
EfCD00627807	2
EfCD00627808	1
EfCD00627809	2
EfCD00627909	2
EfCD00627910	2
EfCD00627953	2
EfCD00665986	0
EfCD00666136	2
EfCD00666194	2
ErCD00344560	2
ErCD00344561	2
ErCD00344562	2
ErCD00344563	2
ErCD00344564	2
ErCD00344670	2
ErCD00344671	2
ErCD00344672	1
ErCD00344673	2
ErCD00344674	2
ErCD00344675	2
ErCD00344676	1
ErCD00344677	2
ErCD00423330	2
ErCD00531247	2
ErCD00531248	2
ErCD00546551	2
ErCD00546552	1
ErCD00546553	2
ErCD00591488	2
ErCD00596911	1
ErCD00598743	2
ErCD00665625	2
ErCD00665626	2
FnCD00331264	2
FnCD00331265	0
FnCD00331266	2
FnCD00331267	2
FnCD00331268	2
FnCD00331269	1
FnCD00331270	1
FnCD00331271	1
FnCD00331272	0
FnCD00331273	2
FnCD00331274	0
FnCD00331275	2
FnCD00331277	2
FnCD00331278	0
FnCD00331279	2
FnCD00339673	2
FnCD00339674	2
FnCD00339675	0
FnCD00339676	1
FnCD00339677	0
FnCD00339678	2
FnCD00339679	2
FnCD00339680	2
FnCD00339681	0
FnCD00339682	2
FnCD00339683	0
FnCD00339684	2
FnCD00339685	2
FnCD00339686	1
FnCD00385613	0
FnCD00385614	0
FnCD00385615	0
FnCD00385617	0
FnCD00385620	1
FnCD00598816	0
GmCD00331194	2
GmCD00331195	2
GmCD00331196	2
GmCD00331197	2
GmCD00331198	1
GmCD00331199	2
GmCD00331200	2
GmCD00331201	1
GmCD00331202	2
GmCD00331203	2
GmCD00331204	2
GmCD00331205	2
GmCD00331206	2
GmCD00331207	2
GmCD00331208	2
GmCD00331859	2
GmCD00331860	2
GmCD00334687	2
GmCD00334688	0
GmCD00334911	2
GmCD00334912	2
GmCD00334913	0
GmCD00334914	2
GmCD00338278	2
GmCD00338279	2
GmCD00339952	2
GmCD00339953	2
GmCD00341397	0
GmCD00342668	2
GmCD00342669	2
GmCD00342670	2
GmCD00343392	1
GmCD00343393	2
GmCD00344466	2
GmCD00384637	2
GmCD00384638	1
GmCD00384639	2
GmCD00384640	2
GmCD00384641	0
GmCD00384642	2
GmCD00384643	0
GmCD00384644	1
GmCD00384645	0
GmCD00384646	2
GmCD00384647	0
GmCD00384648	0
GmCD00384649	2
GmCD00384650	1
GmCD00384651	0
GmCD00384652	2
GmCD00384653	2
GmCD00384654	1
GmCD00384655	1
GmCD00384656	1
GmCD00384657	0
GmCD00385138	2
GmCD00385139	0
GmCD00385140	2
GmCD00385141	0
GmCD00385142	2
GmCD00385143	2
GmCD00385144	1
GmCD00385145	2
GmCD00385167	1
GmCD00385168	0
GmCD00385169	2
GmCD00385170	2
GmCD00397387	2
GmCD00397388	2
GmCD00397389	2
GmCD00422910	2
GmCD00422911	1
GmCD00422912	1
GmCD00422913	1
GmCD00422937	2
GmCD00422951	2
GmCD00422967	2
GmCD00423442	0
GmCD00530778	0
GmCD00530779	2
GmCD00530780	2
GmCD00530781	2
GmCD00530782	2
GmCD00530783	2
GmCD00530822	2
GmCD00530849	2
GmCD00530855	2
GmCD00531258	2
GmCD00531285	2
GmCD00531971	2
GmCD00536482	1
GmCD00540504	1
GmCD00540505	1
GmCD00540506	2
GmCD00540507	2
GmCD00541043	1
GmCD00541044	0
GmCD00546416	0
GmCD00546417	0
GmCD00546418	0
GmCD00546419	0
GmCD00546420	0
GmCD00546421	0
GmCD00546422	1
GmCD00546423	0
GmCD00546424	1
GmCD00546425	0
GmCD00546426	1
GmCD00546427	0
GmCD00546428	0
GmCD00546429	0
GmCD00546430	1
GmCD00546431	0
GmCD00546432	0
GmCD00546433	0
GmCD00546434	2
GmCD00546435	1
GmCD00546436	0
GmCD00546437	1
GmCD00546484	0
GmCD00546485	0
GmCD00586110	0
GmCD00591403	2
GmCD00591457	1
GmCD00591458	2
GmCD00591459	1
GmCD00591525	2
GmCD00596935	0
GmCD00596936	0
GmCD00598093	0
GmCD00598839	2
GmCD00627835	2
GmCD00627836	1
GmCD00627837	2
GmCD00627838	1
GmCD00627839	2
GmCD00628067	1
GmCD00665917	1
GmCD00666051	0
GmCD00666150	0
GmCD00666151	0
GmCD00666163	2
GsCD00338277	2
GsCD00338812	1
GsCD00343855	1
GsCD00344709	2
GsCD00344710	2
GsCD00344711	2
GsCD00344712	0
GsCD00344713	2
GsCD00344714	0
GsCD00344715	2
GsCD00344716	2
GsCD00344717	2
GsCD00344718	2
GsCD00344719	2
GsCD00344720	2
GsCD00344721	2
GsCD00344722	2
GsCD00344723	2
GsCD00344724	2
GsCD00344725	2
GsCD00344726	2
GsCD00344727	1
GsCD00344728	2
GsCD00344729	1
GsCD00384632	2
GsCD00384633	0
GsCD00384634	0
GsCD00384635	2
GsCD00384636	0
GsCD00423140	2
GsCD00423142	0
GsCD00423143	2
GsCD00423418	0
GsCD00530848	2
GsCD00531969	2
GsCD00531970	2
GsCD00536002	0
GsCD00536003	0
GsCD00536004	0
GsCD00536005	2
GsCD00536006	0
GsCD00536007	0
GsCD00536190	1
GsCD00536191	1
GsCD00540727	2
GsCD00546471	0
GsCD00546472	2
GsCD00546473	1
GsCD00546474	0
GsCD00546475	1
GsCD00546476	1
GsCD00546477	1
GsCD00546478	0
GsCD00546479	1
GsCD00546480	0
GsCD00546481	1
GsCD00546482	0
GsCD00546483	1
GsCD00585063	2
GsCD00585064	2
GsCD00585065	2
GsCD00585066	2
GsCD00585067	2
GsCD00585068	0
GsCD00585069	2
GsCD00585070	1
GsCD00585071	0
GsCD00585072	2
GsCD00591400	2
GsCD00591401	0
GsCD00591402	2
GsCD00591521	0
GsCD00596907	1
GsCD00596908	2
GsCD00598727	1
GsCD00598844	2
GsCD00627834	2
GsCD00627904	2
GsCD00628059	2
GsCD00665996	2
GsCD00666250	0
GsCD00666254	0
GsCD00666258	1
GsCD00670616	0
GtCD00332008	0
GtCD00338917	1
GtCD00339412	0
GtCD00339413	0
GtCD00339414	1
GtCD00339934	2
GtCD00339935	2
GtCD00344567	2
GtCD00344568	2
GtCD00344569	2
GtCD00344570	2
GtCD00385294	2
GtCD00385295	2
GtCD00385296	2
GtCD00385297	2
GtCD00385298	2
GtCD00385299	2
GtCD00385300	2
GtCD00385301	1
GtCD00385302	2
GtCD00385324	2
GtCD00385325	0
GtCD00385326	1
GtCD00385337	2
GtCD00385696	2
GtCD00546486	1
GtCD00546584	2
GtCD00546585	2
GtCD00591489	2
GtCD00591490	2
GtCD00598744	2
GtCD00598811	1
GtCD00598812	1
GtCD00666178	1
GtCD00666215	2
GtCD00666233	0
HdCD00330987	2
HdCD00330988	1
HdCD00330989	2
HdCD00330990	2
HdCD00332003	1
HdCD00332004	1
HdCD00332005	1
HdCD00332006	1
HdCD00332007	1
HdCD00334958	1
HdCD00334959	0
HdCD00334960	1
HdCD00334961	1
HdCD00336889	2
HdCD00338479	2
HdCD00342915	2
HdCD00342918	1
HdCD00342920	1
HdCD00344183	2
HdCD00344184	2
HdCD00344424	1
HdCD00344425	1
HdCD00344426	0
HdCD00344427	2
HdCD00344428	2
HdCD00344429	0
HdCD00344430	1
HdCD00344431	2
HdCD00344432	2
HdCD00344433	2
HdCD00384788	0
HdCD00384789	1
HdCD00384790	2
HdCD00384791	2
HdCD00423325	1
HdCD00531122	1
HdCD00531123	1
HdCD00531245	1
HdCD00540942	2
HdCD00540990	2
HdCD00546503	1
HdCD00546504	1
HdCD00546547	2
HdCD00546548	2
HdCD00546549	2
HdCD00546550	2
HdCD00591104	1
HdCD00591105	2
HdCD00627740	2
HdCD00628077	2
HdCD00628108	2
HdCD00666273	1
HiCD00331003	2
HiCD00334957	2
HiCD00338314	2
HiCD00338478	1
HiCD00339411	2
HiCD00342598	1
HiCD00342599	2
HiCD00342801	1
HiCD00342802	2
HiCD00342803	2
HiCD00342973	2
HiCD00342974	0
HiCD00342975	2
HiCD00342976	2
HiCD00342977	1
HiCD00342978	2
HiCD00342979	2
HiCD00342980	2
HiCD00342981	1
HiCD00342982	2
HiCD00342983	2
HiCD00385018	2
HiCD00423308	2
HiCD00429620	2
HiCD00530982	2
HiCD00540125	2
HiCD00540718	2
HiCD00540991	2
HiCD00590308	2
HiCD00590309	2
HiCD00627762	2
HiCD00628071	1
HiCD00665936	2
HmCD00331122	2
HmCD00331123	2
HmCD00331124	2
HmCD00331125	2
HmCD00331126	0
HmCD00331127	0
HmCD00331128	1
HmCD00331129	1
HmCD00331130	2
HmCD00331131	2
HmCD00331132	2
HmCD00331133	2
HmCD00331134	2
HmCD00331135	0
HmCD00331136	2
HmCD00331137	2
HmCD00331138	2
HmCD00331856	0
HmCD00331857	0
HmCD00331858	1
HmCD00334713	0
HmCD00334714	1
HmCD00338523	0
HmCD00338802	0
HmCD00338803	2
HmCD00338804	2
HmCD00338805	0
HmCD00338806	1
HmCD00338807	0
HmCD00338808	2
HmCD00338809	2
HmCD00338810	2
HmCD00338811	2
HmCD00339958	0
HmCD00341394	2
HmCD00341395	2
HmCD00341396	2
HmCD00344533	0
HmCD00344534	2
HmCD00344535	2
HmCD00344536	0
HmCD00344537	0
HmCD00344538	0
HmCD00344539	2
HmCD00344540	2
HmCD00422876	2
HmCD00422877	1
HmCD00422878	0
HmCD00422879	0
HmCD00422936	2
HmCD00422994	0
HmCD00423141	0
HmCD00530885	2
HmCD00535998	2
HmCD00535999	2
HmCD00536000	2
HmCD00536001	1
HmCD00536181	2
HmCD00536182	0
HmCD00536183	2
HmCD00536184	2
HmCD00536185	1
HmCD00536186	0
HmCD00536187	0
HmCD00536188	2
HmCD00536189	1
HmCD00536331	0
HmCD00536332	2
HmCD00536333	2
HmCD00536335	2
HmCD00536336	0
HmCD00536337	2
HmCD00536338	2
HmCD00536339	2
HmCD00536340	2
HmCD00536341	0
HmCD00536442	2
HmCD00536443	2
HmCD00536444	1
HmCD00540237	2
HmCD00540238	2
HmCD00540239	0
HmCD00540240	2
HmCD00540502	1
HmCD00540503	1
HmCD00540585	2
HmCD00540586	2
HmCD00540587	2
HmCD00540588	2
HmCD00540589	2
HmCD00540590	2
HmCD00540591	2
HmCD00540592	2
HmCD00540593	0
HmCD00540594	2
HmCD00540618	2
HmCD00540892	2
HmCD00540893	2
HmCD00540894	2
HmCD00540895	2
HmCD00540896	0
HmCD00540897	2
HmCD00540898	2
HmCD00540899	2
HmCD00540900	0
HmCD00540901	2
HmCD00540902	2
HmCD00540903	0
HmCD00546464	2
HmCD00546465	2
HmCD00546466	2
HmCD00546467	2
HmCD00546468	2
HmCD00546469	2
HmCD00546470	2
HmCD00546582	0
HmCD00546583	0
HmCD00585217	0
HmCD00585218	0
HmCD00591358	1
HmCD00591456	0
HmCD00591485	0
HmCD00596685	1
HmCD00596686	1
HmCD00596687	2
HmCD00596688	0
HmCD00596689	0
HmCD00596690	2
HmCD00596691	2
